Student_ID,Age,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Diet_Quality,Internet_Quality,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Final_Score,Gender_Female,Gender_Male,Gender_Non-Binary,Part_Time_Job_No,Part_Time_Job_Yes,Study_Method_Hybrid,Study_Method_Offline,Study_Method_Online,Extracurricular_No,Extracurricular_Yes,Work_Life_Balance
STU00027,21,0.3480801335559266,0.564373897707231,7.0,0.5333333333333332,0.010989010989010992,3.29,0,1,1,1,3.7,0.8148244136322406,True,False,False,False,True,False,True,False,True,False,5.595000000000001
STU00028,20,0.0333889816360601,0.39682539682539675,6.9,0.35555555555555557,0.6373626373626373,3.64,0,2,2,2,5.4,0.5897369444084488,True,False,False,True,False,True,False,False,True,False,3.66
STU00029,22,0.5909849749582637,0.5837742504409171,6.5,0.35555555555555557,0.36263736263736257,2.58,0,0,1,1,4.5,0.9781002980432812,True,False,False,True,False,False,True,False,True,False,6.8
STU00030,18,0.34641068447412354,0.6084656084656084,7.8,0.4666666666666666,0.43956043956043955,2.97,0,2,2,0,8.4,0.6896462355837761,False,True,False,True,False,False,True,False,False,True,5.984999999999999
STU00031,20,0.2913188647746244,0.7777777777777779,6.8,0.12222222222222223,0.5384615384615384,3.99,1,3,3,2,5.0,0.906440326551769,True,False,False,False,True,False,True,False,True,False,5.154999999999999
STU00032,22,0.5943238731218697,0.5061728395061729,7.6,0.8111111111111111,0.4835164835164836,2.75,2,3,2,0,5.6,0.8174160943371777,False,True,False,False,True,True,False,False,False,True,7.369999999999999
STU00033,23,0.14023372287145242,0.4162257495590831,4.9,0.19999999999999996,0.3516483516483516,2.34,0,2,2,1,5.3,0.4630037579370222,True,False,False,True,False,True,False,False,True,False,3.3000000000000003
STU00034,23,0.505008347245409,0.5590828924162259,8.5,0.5777777777777777,0.4065934065934066,3.05,0,2,2,0,3.9,0.9423351043151483,True,False,False,True,False,False,True,False,True,False,7.285
STU00035,18,0.07095158597662772,0.49029982363315683,6.5,0.7777777777777777,0.5164835164835164,2.63,0,2,0,2,6.8,0.2915640793054296,False,True,False,True,False,True,False,False,True,False,3.685
STU00036,19,0.3055091819699499,0.744268077601411,5.7,0.13333333333333336,0.8241758241758241,3.09,0,1,2,1,7.7,0.55876635998445,False,False,True,False,True,False,False,True,True,False,4.69
STU00037,17,0.21452420701168615,0.5467372134038802,7.9,0.26666666666666666,0.3296703296703296,3.54,1,0,2,0,3.4,0.9514059867824284,True,False,False,False,True,False,True,False,True,False,5.245
STU00038,24,0.659432387312187,0.3721340388007055,8.5,0.25555555555555554,0.16483516483516483,2.56,0,2,3,0,5.6,0.9412984320331735,False,True,False,False,True,False,True,False,True,False,8.21
STU00039,17,0.7103505843071786,0.7513227513227514,8.3,0.7444444444444445,0.39560439560439553,2.76,1,2,4,0,1.7,0.9466113774782946,True,False,False,True,False,True,False,False,True,False,8.415
STU00040,20,0.3606010016694491,0.6331569664902998,7.8,0.6333333333333333,0.37362637362637363,1.93,0,1,0,0,8.2,0.4707788000518337,False,True,False,True,False,False,False,True,True,False,6.07
STU00041,22,0.5559265442404007,0.6772486772486772,7.0,0.4777777777777777,0.5824175824175823,2.51,1,1,2,1,2.6,0.8822081119606066,True,False,False,True,False,False,False,True,True,False,6.84
STU00042,17,0.3856427378964941,0.7160493827160495,6.9,0.5777777777777777,0.6703296703296703,3.06,1,1,2,2,6.9,0.5622651289361151,True,False,False,True,False,True,False,False,True,False,5.77
STU00043,22,0.5108514190317195,0.8324514991181657,8.7,0.19999999999999996,0.34065934065934067,3.02,0,0,3,2,2.3,0.9547751716988467,False,False,True,True,False,True,False,False,True,False,7.42
STU00044,22,0.2896494156928214,0.4850088183421517,6.6,0.39999999999999997,0.4065934065934066,2.62,0,2,1,1,5.7,0.7114163535052481,True,False,False,True,False,False,False,True,False,True,5.045
STU00045,20,0.1302170283806344,0.7548500881834215,7.8,0.4333333333333334,0.6703296703296703,3.25,0,0,0,0,4.0,0.5827394065051186,False,True,False,True,False,True,False,False,False,True,4.6899999999999995
STU00046,20,0.11435726210350584,0.6578483245149911,8.3,0.7666666666666666,0.2637362637362637,4.0,0,0,1,2,5.9,0.8016068420370611,True,False,False,False,True,False,True,False,True,False,4.845000000000001
STU00047,20,0.4799666110183639,0.656084656084656,8.1,0.13333333333333336,0.0,3.39,1,1,1,0,5.5,0.8201373590773616,False,True,False,False,True,False,True,False,True,False,6.935
STU00048,17,0.7913188647746243,0.6278659611992947,4.6,0.28888888888888886,0.4945054945054945,3.71,0,3,2,2,3.1,0.8750809900220294,True,False,False,True,False,True,False,False,False,True,7.05
STU00049,23,0.4607679465776294,0.564373897707231,7.0,0.4777777777777777,0.5384615384615384,3.23,0,1,2,2,4.8,0.8811714396786318,True,False,False,False,True,True,False,False,True,False,6.27
STU00050,20,0.3280467445742905,0.6825396825396826,4.3,0.5222222222222221,0.5054945054945054,2.64,0,0,1,1,7.1,0.5490475573409357,False,True,False,True,False,False,True,False,False,True,4.125
STU00051,24,0.7579298831385642,0.6507936507936509,8.1,0.3222222222222222,0.23076923076923075,3.5,2,1,1,1,2.8,0.8283011532979138,False,True,False,True,False,True,False,False,True,False,8.6
STU00052,17,0.4549248747913188,0.7654320987654322,7.8,0.45555555555555544,0.17582417582417584,3.38,1,0,2,0,1.9,0.9725281845276662,True,False,False,True,False,True,False,False,False,True,6.635
STU00053,20,0.4323873121869783,0.9065255731922399,6.5,0.3888888888888889,0.5054945054945054,2.28,0,0,0,0,2.2,0.9039782298820785,True,False,False,True,False,False,True,False,True,False,5.85
STU00054,21,0.4582637729549249,0.47266313932980597,5.4,0.41111111111111115,0.29670329670329676,2.76,0,0,2,2,2.0,0.9041078139173254,False,True,False,True,False,False,True,False,True,False,5.455
STU00055,22,0.3939899833055092,0.9876543209876543,6.2,0.3,0.1978021978021978,3.11,1,2,3,0,2.1,0.9320979655306466,False,True,False,True,False,False,True,False,False,True,5.470000000000001
STU00056,24,0.3639398998330551,0.835978835978836,5.8,0.45555555555555544,0.36263736263736257,3.29,2,0,0,2,6.4,0.6651548529221201,False,True,False,False,True,False,False,True,False,True,5.09
STU00057,20,0.17612687813021702,0.4444444444444444,7.5,0.4333333333333334,0.29670329670329676,1.95,0,2,1,0,6.7,0.5061552416742258,True,False,False,True,False,True,False,False,True,False,4.8149999999999995
STU00058,18,0.4991652754590985,0.6225749559082892,6.9,0.4888888888888889,0.3076923076923077,3.37,2,3,2,1,1.2,0.926266683944538,False,True,False,True,False,True,False,False,True,False,6.45
STU00059,22,0.39983305509181966,0.6455026455026456,9.0,0.7666666666666666,0.3296703296703296,3.14,1,3,3,2,3.5,0.813528573279772,True,False,False,True,False,True,False,False,True,False,6.904999999999999
STU00060,22,0.6202003338898163,0.8518518518518519,6.0,0.6333333333333333,0.14285714285714285,3.61,0,3,2,2,2.3,0.8697680445769082,False,True,False,True,False,False,False,True,True,False,6.725
STU00061,20,0.35392320534223703,0.4761904761904763,5.3,0.5222222222222221,0.46153846153846156,2.9,1,2,2,2,6.0,0.725281845276662,True,False,False,True,False,False,False,True,False,True,4.779999999999999
STU00062,23,0.09766277128547579,0.947089947089947,9.4,0.5222222222222221,0.0,3.36,0,1,2,2,3.1,0.9139562005960867,False,True,False,False,True,False,False,True,True,False,5.295
STU00063,19,0.3989983305509182,0.45679012345679015,6.1,0.6111111111111112,0.2857142857142857,2.91,2,1,2,2,3.1,0.6029545160036285,True,False,False,True,False,False,False,True,True,False,5.449999999999999
STU00064,23,0.6994991652754591,0.5820105820105821,5.2,0.7,0.5824175824175823,3.0,0,0,2,2,4.2,0.8778022547622132,False,True,False,False,True,False,False,True,True,False,6.800000000000001
STU00065,20,0.3514190317195326,0.5379188712522045,7.7,0.7,0.46153846153846156,2.89,0,2,0,1,6.2,0.617856680057017,True,False,False,False,True,False,True,False,True,False,5.965
STU00066,22,0.26711185308848084,0.4285714285714286,8.8,0.4777777777777777,0.5384615384615384,2.69,0,2,0,2,4.8,0.4370869508876507,False,True,False,False,True,True,False,False,True,False,6.010000000000001
STU00067,24,0.23956594323873123,0.4479717813051147,7.1,0.16666666666666669,0.04395604395604395,2.57,0,0,1,2,5.0,0.592328625113386,True,False,False,False,True,False,False,True,True,False,4.995
STU00068,18,0.24040066777963273,0.5432098765432098,7.5,0.14444444444444443,0.3076923076923077,3.13,0,2,1,0,3.6,0.6932745885706881,True,False,False,True,False,True,False,False,False,True,5.2
STU00069,24,0.36560934891485813,0.599647266313933,7.9,0.4444444444444445,0.6813186813186813,2.68,0,2,1,2,6.3,0.7845017493844758,False,True,False,False,True,False,True,False,False,True,6.15
STU00070,24,0.21869782971619367,0.5379188712522045,6.2,0.28888888888888886,0.3846153846153846,3.16,2,0,1,1,4.4,0.6753919917066219,True,False,False,False,True,False,False,True,True,False,4.42
STU00071,22,0.666110183639399,0.48324514991181666,7.1,0.5444444444444445,0.10989010989010989,3.04,1,3,2,2,3.2,0.8181935985486589,True,False,False,False,True,False,True,False,True,False,7.55
STU00072,23,0.3681135225375626,0.19223985890652562,8.0,0.7777777777777777,0.3076923076923077,2.41,0,0,1,1,5.5,0.5715951794738888,False,True,False,True,False,True,False,False,True,False,6.215
STU00073,18,0.4707846410684474,0.5978835978835979,6.5,0.5888888888888888,0.4505494505494505,2.58,2,2,2,2,5.3,0.5638201373590773,False,True,False,False,True,False,True,False,True,False,6.08
STU00074,17,0.656093489148581,0.9753086419753085,9.3,0.4444444444444445,0.27472527472527475,3.27,0,3,2,1,5.1,0.8658805235195023,False,True,False,True,False,False,False,True,False,True,8.59
STU00075,21,0.6669449081803005,0.9365079365079365,5.4,0.18888888888888888,0.4285714285714286,2.02,1,0,0,2,5.8,0.8687313722949331,True,False,False,False,True,True,False,False,True,False,6.705
STU00076,22,0.3797996661101837,0.8500881834215168,5.8,0.5222222222222221,0.29670329670329676,3.59,2,0,2,1,5.6,0.9078657509394844,True,False,False,True,False,True,False,False,False,True,5.1850000000000005
STU00077,20,0.4707846410684474,0.5767195767195767,6.5,0.12222222222222223,0.7032967032967034,2.53,0,3,1,1,3.0,0.9467409615135417,False,True,False,True,False,False,True,False,False,True,6.08
STU00078,17,0.5383973288814691,0.7372134038800704,6.1,0.5222222222222221,0.4505494505494505,2.44,1,0,2,0,4.9,0.7886484385123754,True,False,False,True,False,False,False,True,False,True,6.285
STU00079,21,0.3831385642737897,0.5520282186948853,6.6,0.5333333333333332,0.36263736263736257,3.66,0,1,0,0,6.9,0.7478294674096152,True,False,False,True,False,True,False,False,True,False,5.605
STU00080,20,0.11853088480801335,0.564373897707231,7.8,0.7222222222222221,0.5054945054945054,1.94,2,3,0,2,9.6,0.2346766878320592,True,False,False,True,False,False,False,True,False,True,4.62
STU00081,24,0.5250417362270451,0.6737213403880071,9.2,1.0,0.36263736263736257,2.88,0,2,1,1,3.5,0.7071400803421019,True,False,False,False,True,True,False,False,True,False,7.754999999999999
STU00082,19,0.5651085141903172,0.8253968253968254,5.2,0.49999999999999994,0.4065934065934066,3.02,1,0,4,0,4.6,0.9348192302708308,True,False,False,False,True,False,False,True,False,True,5.995
STU00083,20,0.48497495826377296,0.5590828924162259,6.1,1.0,0.2197802197802198,2.84,0,2,0,0,5.7,0.6637294285344046,True,False,False,True,False,False,False,True,True,False,5.965
STU00084,18,0.2612687813021703,0.5308641975308643,5.3,0.6777777777777776,0.4835164835164836,2.77,0,2,0,0,7.5,0.4635220940780096,False,True,False,True,False,False,False,True,True,False,4.225
STU00085,18,0.3831385642737897,0.6402116402116402,7.1,0.31111111111111106,0.5604395604395603,3.08,0,0,3,2,5.6,0.9156407930542957,True,False,False,True,False,False,True,False,True,False,5.855
STU00086,19,0.31719532554257096,0.3862433862433863,6.2,0.49999999999999994,0.46153846153846156,2.27,2,1,2,1,4.5,0.4602824931968381,True,False,False,True,False,False,True,False,False,True,5.01
STU00087,17,0.36560934891485813,0.7971781305114638,6.0,0.5444444444444445,0.15384615384615383,2.77,0,2,2,1,3.9,0.6882208111960607,False,True,False,False,True,False,True,False,False,True,5.2
STU00088,21,0.6318864774624374,0.8253968253968254,6.4,0.18888888888888888,0.2857142857142857,2.41,0,1,4,0,4.8,0.9781002980432812,True,False,False,False,True,False,False,True,True,False,6.995
STU00089,20,0.6711185308848081,0.8536155202821869,7.4,0.4333333333333334,0.2857142857142857,2.61,0,2,3,0,3.9,0.928987948684722,True,False,False,True,False,False,False,True,False,True,7.73
STU00090,18,0.5275459098497496,0.783068783068783,6.0,0.4777777777777777,0.4505494505494505,2.44,0,1,0,2,1.6,0.6918491641829727,True,False,False,False,True,True,False,False,True,False,6.17
STU00091,17,0.5075125208681135,0.5432098765432098,7.0,0.7888888888888888,0.39560439560439553,3.33,1,2,3,2,1.0,0.9771932097965531,False,True,False,False,True,True,False,False,True,False,6.55
STU00092,19,0.5283806343906511,0.6049382716049383,5.5,0.17777777777777776,0.4285714285714286,3.3,2,1,3,2,4.4,0.9783594661137748,False,True,False,True,False,False,True,False,False,True,5.925
STU00093,23,0.4140233722871453,0.48324514991181666,9.0,0.5333333333333332,0.29670329670329676,2.86,0,2,1,0,5.8,0.7741350265647272,True,False,False,True,False,False,False,True,False,True,6.99
STU00094,22,0.4031719532554257,0.7019400352733685,6.9,0.17777777777777776,0.27472527472527475,3.09,0,2,1,2,1.9,0.8802643514319036,True,False,False,True,False,False,True,False,True,False,5.875
STU00095,23,0.3030050083472454,1.0,8.7,0.3777777777777778,0.4835164835164836,3.43,2,2,1,2,5.5,0.8971102760139952,False,True,False,True,False,False,False,True,True,False,6.175
STU00096,23,0.4065108514190317,0.47442680776014123,9.3,0.7555555555555555,0.3846153846153846,3.45,0,1,2,1,4.3,0.749643643903071,True,False,False,False,True,True,False,False,False,True,7.095000000000001
STU00097,18,0.7929883138564273,0.7619047619047619,7.2,0.39999999999999997,0.39560439560439553,2.67,1,1,2,2,2.7,0.8289490734741479,True,False,False,False,True,False,False,True,True,False,8.36
STU00098,24,0.5609348914858097,0.8888888888888888,5.2,0.49999999999999994,0.17582417582417584,3.12,0,0,2,2,2.8,0.9436309446676169,False,True,False,False,True,False,True,False,True,False,5.970000000000001
STU00099,24,0.3589315525876461,0.46384479717813054,7.5,0.5333333333333332,0.46153846153846156,3.7,0,2,1,0,2.5,0.8144356615264999,False,True,False,True,False,False,False,True,True,False,5.91
STU00100,19,0.337228714524207,1.0,5.8,0.19999999999999996,0.2637362637362637,3.06,0,0,2,1,2.5,0.9761565375145783,False,True,False,False,True,False,False,True,False,True,4.93
STU00101,20,0.27128547579298834,0.5308641975308643,7.9,0.6000000000000001,0.34065934065934067,3.17,0,2,0,1,3.1,0.5074510820266943,True,False,False,False,True,False,False,True,False,True,5.585
STU00102,24,0.4782971619365609,0.6296296296296298,6.1,0.5888888888888888,0.2637362637362637,2.39,1,0,2,2,4.1,0.8377607878709342,False,True,False,True,False,True,False,False,True,False,5.925
STU00103,23,0.48080133555926546,0.7213403880070548,7.7,0.3888888888888889,0.43956043956043955,3.19,2,0,1,2,4.5,0.9528314111701438,False,True,False,True,False,True,False,False,False,True,6.74
STU00104,24,0.17445742904841402,0.8112874779541446,7.5,0.8222222222222222,0.31868131868131866,2.26,2,1,0,2,5.5,0.1784372165349229,False,True,False,True,False,False,True,False,False,True,4.805
STU00105,23,0.49666110183639395,0.7865961199294533,5.2,0.9444444444444444,0.5714285714285714,3.5,0,0,1,2,4.2,0.8457949980562395,False,True,False,True,False,False,False,True,True,False,5.585
STU00106,21,0.32053422370617696,0.6049382716049383,8.8,0.7444444444444445,0.4835164835164836,3.78,2,2,1,0,3.1,0.8057535311649605,False,True,False,True,False,True,False,False,False,True,6.33
STU00107,18,0.6535893155258764,0.5326278659611994,10.0,0.6000000000000001,0.4065934065934066,3.31,1,2,1,0,4.8,0.9142153686665803,False,True,False,True,False,False,False,True,False,True,8.925
STU00108,18,0.4415692821368948,0.23809523809523814,5.9,0.18888888888888888,0.09890109890109888,2.97,1,0,1,2,1.0,0.914474536737074,True,False,False,True,False,True,False,False,False,True,5.605
STU00109,20,0.7028380634390651,0.5590828924162259,6.9,0.24444444444444446,0.46153846153846156,2.15,0,0,2,2,4.7,0.9501101464299598,True,False,False,True,False,False,True,False,True,False,7.67
STU00110,24,0.33889816360601005,0.8694885361552027,5.9,0.5777777777777777,0.3076923076923077,3.77,2,2,2,1,1.0,0.9346896462355837,False,True,False,False,True,True,False,False,False,True,4.99
STU00111,24,0.3672787979966611,0.5097001763668432,7.1,0.5666666666666667,0.31868131868131866,2.14,0,0,1,0,4.9,0.6388492937670079,False,True,False,True,False,False,False,True,True,False,5.76
STU00112,22,0.46577629382303837,0.7548500881834215,7.1,0.7555555555555555,0.4505494505494505,2.4,0,1,2,0,3.6,0.7360373202021512,False,False,True,True,False,False,False,True,True,False,6.35
STU00113,17,0.5918196994991654,0.7724867724867723,7.5,0.7,0.5384615384615384,3.31,1,1,2,2,2.9,0.9757677854088377,False,True,False,True,False,True,False,False,True,False,7.305
STU00114,21,0.510016694490818,0.6772486772486772,8.0,0.6666666666666665,0.43956043956043955,2.25,0,0,3,1,2.1,0.8008293378255799,False,True,False,False,True,False,True,False,False,True,7.0649999999999995
STU00115,18,0.20951585976627712,0.5502645502645502,7.8,0.4444444444444445,0.4065934065934066,4.0,0,0,2,1,5.9,0.985616172087599,False,True,False,True,False,False,True,False,False,True,5.165
STU00116,21,0.44657762938230383,0.5502645502645502,5.9,0.6111111111111112,0.5604395604395603,3.68,0,2,2,2,2.1,0.8731372294933265,False,True,False,False,True,False,True,False,True,False,5.635
STU00117,18,0.41903171953255425,0.6402116402116402,4.6,0.5111111111111111,0.41758241758241754,3.51,1,2,2,1,1.5,0.9953349747311132,True,False,False,True,False,True,False,False,False,True,4.82
STU00118,21,0.343906510851419,0.3386243386243386,6.9,0.49999999999999994,0.27472527472527475,2.95,1,0,1,2,8.0,0.6068420370610341,False,True,False,False,True,True,False,False,True,False,5.52
STU00119,19,0.3071786310517529,0.8941798941798942,6.9,0.5333333333333332,0.46153846153846156,2.39,0,3,1,2,5.3,0.7168588829856161,True,False,False,True,False,False,False,True,True,False,5.300000000000001
STU00120,23,0.7078464106844742,0.46384479717813054,7.9,0.6333333333333333,0.37362637362637363,2.39,2,2,2,2,2.2,0.8476091745496955,False,True,False,False,True,False,False,True,True,False,8.2
STU00121,18,0.35058430717863104,0.5379188712522045,8.8,0.8555555555555554,0.29670329670329676,2.82,0,1,1,0,5.3,0.5817027342231438,False,True,False,False,True,False,True,False,False,True,6.51
STU00122,21,0.27462437395659434,0.5396825396825398,7.4,0.5444444444444445,0.054945054945054944,2.6,2,0,3,2,3.8,0.8472204224439549,True,False,False,True,False,True,False,False,True,False,5.355
STU00123,24,0.521702838063439,0.5961199294532626,6.5,0.4777777777777777,0.4505494505494505,3.75,2,2,2,0,1.0,0.973564856809641,False,True,False,True,False,False,False,True,False,True,6.385
STU00124,17,0.4373956594323873,0.7142857142857142,7.1,0.3333333333333333,0.37362637362637363,2.84,2,1,0,1,3.3,0.7898146948295971,True,False,False,True,False,False,False,True,False,True,6.18
STU00125,19,0.4031719532554257,0.8606701940035273,6.5,0.6888888888888889,0.5934065934065934,2.76,2,2,0,1,4.9,0.6866658027730983,False,True,False,True,False,False,True,False,True,False,5.675
STU00126,19,0.5459098497495826,0.6878306878306879,7.2,0.3,0.3846153846153846,3.0,1,2,3,2,5.5,0.9547751716988467,True,False,False,False,True,True,False,False,True,False,6.88
STU00127,17,0.49749582637729556,0.9241622574955908,6.3,0.011111111111111127,0.2857142857142857,2.65,0,2,2,2,3.6,0.9012569651418946,False,True,False,False,True,False,False,True,True,False,6.140000000000001
STU00128,21,0.4757929883138564,0.5837742504409171,7.5,0.7555555555555555,0.31868131868131866,3.22,2,1,1,1,4.7,0.692497084359207,True,False,False,True,False,False,False,True,True,False,6.609999999999999
STU00129,24,0.5767946577629383,0.7707231040564375,6.1,0.9666666666666666,0.2087912087912088,2.85,2,2,1,2,2.3,0.9730465206686537,False,True,False,True,False,True,False,False,True,False,6.515
STU00130,20,0.4632721202003339,0.7883597883597884,5.5,0.4777777777777777,0.27472527472527475,3.32,2,1,2,2,6.1,0.7728391862122587,True,False,False,False,True,False,False,True,False,True,5.535
STU00131,17,0.31302170283806346,0.6737213403880071,7.2,0.5222222222222221,0.39560439560439553,3.42,1,2,0,0,6.4,0.663470260463911,False,True,False,False,True,False,True,False,False,True,5.485
STU00132,21,0.3555926544240401,0.7654320987654322,7.5,0.49999999999999994,0.3296703296703296,4.0,0,2,1,2,5.0,0.9068290786575096,True,False,False,True,False,True,False,False,True,False,5.890000000000001
STU00133,17,0.328881469115192,0.4691358024691359,7.6,0.6555555555555557,0.4065934065934066,2.35,0,0,0,2,5.9,0.535959569781003,False,True,False,True,False,False,True,False,False,True,5.779999999999999
STU00134,17,0.4507512520868113,0.8818342151675485,5.6,0.13333333333333336,0.3516483516483516,3.27,0,0,3,0,1.1,0.9725281845276662,True,False,False,False,True,False,True,False,True,False,5.51
STU00135,18,0.2353923205342237,0.7918871252204587,5.0,0.022222222222222227,0.41758241758241754,3.05,0,2,2,0,6.7,0.6582868990540366,False,True,False,False,True,True,False,False,False,True,3.92
STU00136,21,0.11018363939899835,0.6790123456790123,5.3,0.3222222222222222,0.3516483516483516,3.91,2,0,1,2,5.6,0.5739276921083322,False,True,False,False,True,False,False,True,False,True,3.32
STU00137,20,0.4307178631051753,0.5873015873015872,8.5,0.7888888888888888,0.31868131868131866,3.04,2,2,0,2,5.0,0.594272385642089,True,False,False,True,False,False,False,True,False,True,6.84
STU00138,23,0.19282136894824708,0.7971781305114638,8.0,0.5555555555555556,0.15384615384615383,3.77,0,0,2,2,4.5,0.9138266165608396,False,True,False,True,False,False,True,False,True,False,5.165
STU00139,18,0.09015025041736228,0.4585537918871252,7.6,0.25555555555555554,0.8021978021978021,3.44,2,1,1,1,5.5,0.6391084618375016,False,True,False,False,True,False,False,True,True,False,4.35
STU00140,17,0.4782971619365609,0.7795414462081129,8.6,0.45555555555555544,0.10989010989010989,3.73,1,0,1,1,2.3,0.8884281456524558,True,False,False,True,False,False,False,True,False,True,7.175
STU00141,23,0.2971619365609349,0.8130511463844798,8.3,0.31111111111111106,0.43956043956043955,3.25,0,1,2,2,3.2,0.9311908772839187,False,False,True,True,False,True,False,False,False,True,5.94
